CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,LATITUD,LONGITUD,ALTITUD,CVE_CARTA,AMBITO,PTOT,PMAS,PFEM,VTOT
7,Chiapas,Chis.,8,Angel Albino Corzo,1,Jaltenango de la Paz (Angel Albino Corzo),155221.52,924330.287,635,D15B11,U,10427,5042,5385,2292
7,Chiapas,Chis.,8,Angel Albino Corzo,5,Las Chicharras,154414.917,923840.937,1260,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,7,Francisco I. Madero,154929.137,924105.469,661,D15B11,R,1819,942,877,387
7,Chiapas,Chis.,8,Angel Albino Corzo,8,Guadalupe Victoria (Yerbasanta),154911.123,924313.672,680,D15B11,R,172,80,92,32
7,Chiapas,Chis.,8,Angel Albino Corzo,10,Libertad del Pajal,154645.506,923933.092,776,D15B12,R,597,291,306,121
7,Chiapas,Chis.,8,Angel Albino Corzo,11,Liquidámbar,154424.46,924510.56,1096,D15B21,R,28,11,17,5
7,Chiapas,Chis.,8,Angel Albino Corzo,13,Monte Grande,154520.175,924503.05,957,D15B11,R,106,50,56,24
7,Chiapas,Chis.,8,Angel Albino Corzo,14,Nueva Colombia,154148.87,924315.18,1359,D15B21,R,1568,784,784,300
7,Chiapas,Chis.,8,Angel Albino Corzo,15,Nueva Independencia,154023.081,923435.116,847,D15B22,R,1283,637,646,246
7,Chiapas,Chis.,8,Angel Albino Corzo,16,Nueva Palestina,154824.129,924502.747,734,D15B11,U,3475,1772,1703,695
7,Chiapas,Chis.,8,Angel Albino Corzo,17,San Marcos Ojo de Agua,154617.244,923914.981,793,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,20,Plan de Ayutla,154224.739,923424.375,826,D15B22,R,483,255,228,94
7,Chiapas,Chis.,8,Angel Albino Corzo,23,Querétaro,155014.122,924528.188,671,D15B11,R,2203,1124,1079,414
7,Chiapas,Chis.,8,Angel Albino Corzo,25,Salvador Urbina,154651.546,924859.874,828,D15B11,R,553,308,245,92
7,Chiapas,Chis.,8,Angel Albino Corzo,26,San Francisco,155059.602,924215.292,640,D15B11,R,265,142,123,58
7,Chiapas,Chis.,8,Angel Albino Corzo,34,La Victoria,154534.234,923637.867,1049,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,37,Flor de Mayo,153812.59,923523.13,1103,D15B22,R,7,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,43,Tierra Blanca (Pequeñeces),154807.205,924802.677,775,D15B11,R,22,11,11,3
7,Chiapas,Chis.,8,Angel Albino Corzo,47,La Tarraya,154059.856,923132.286,1522,D15B22,R,16,9,7,5
7,Chiapas,Chis.,8,Angel Albino Corzo,51,España,153830.853,923532.01,1060,D15B22,R,17,8,9,3
7,Chiapas,Chis.,8,Angel Albino Corzo,52,Los Jazmines,154444.988,923937.008,1082,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,58,La Mesita,154829.599,923802.393,896,D15B12,R,18,10,8,5
7,Chiapas,Chis.,8,Angel Albino Corzo,63,La Guardianía,155127.035,924437.766,632,D15B11,R,3,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,64,Sayula,154502.205,923834.017,1017,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,66,Las Perlas,154452.084,924231.965,994,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,77,Montebello Altamira,154545.123,923832.44,914,D15B12,R,410,218,192,72
7,Chiapas,Chis.,8,Angel Albino Corzo,80,El Porvenir,154622.605,924438.215,820,D15B11,R,59,29,30,9
7,Chiapas,Chis.,8,Angel Albino Corzo,81,Prusia,154257.93,924738.34,1038,D15B21,R,18,7,11,5
7,Chiapas,Chis.,8,Angel Albino Corzo,92,Argentina,153831.508,923601.471,1102,D15B22,R,92,51,41,14
7,Chiapas,Chis.,8,Angel Albino Corzo,94,El Puerto (El Ceñido),153723.672,923454.289,1498,D15B22,R,8,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,95,Santiago,153822.255,923521.661,1085,D15B22,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,98,Buenavista,153810.271,923557.829,1268,D15B22,R,25,15,10,3
7,Chiapas,Chis.,8,Angel Albino Corzo,99,Los Patios,154154.512,923201.437,1133,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,100,Magnolia,154020.733,923220.367,1482,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,101,Tres Estrellas,154030.087,923314.291,1093,D15B22,R,1,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,102,Solo Dios,153732.804,923342.12,1482,D15B22,R,13,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,104,La Lagunilla,153819.949,923317.702,1630,D15B22,R,2,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,105,El Suspiro,154129.004,923109.012,1224,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,106,Buenavista,153954.396,923257.786,1463,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,129,Santa María,155219.217,924124.92,620,D15B11,R,11,4,7,3
7,Chiapas,Chis.,8,Angel Albino Corzo,134,Chiquinillal,154729.9,923952.871,721,D15B12,R,233,114,119,47
7,Chiapas,Chis.,8,Angel Albino Corzo,135,El Achotal,154525.253,924151.663,920,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,136,Las Delicias,154447.45,924217.286,1156,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,137,El Perú,154507.341,924229.751,983,D15B11,R,1,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,140,El Retiro,154411.036,923952.693,1284,D15B22,R,37,22,15,9
7,Chiapas,Chis.,8,Angel Albino Corzo,141,La Paz,154659.833,923747.809,831,D15B12,R,524,283,241,94
7,Chiapas,Chis.,8,Angel Albino Corzo,142,Medio Día,154354.27,924252.82,1339,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,143,El Progreso,154542.983,924156.062,987,D15B11,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,144,Rancho Bonito,154538.95,924422.413,980,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,145,El Mirasol,154519.823,924341.028,1048,D15B11,R,16,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,146,Las Brisas,154459.027,924313.005,1309,D15B21,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,147,Berlín,154507.209,924232.399,985,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,149,Rancho Bonito,154934.586,924249.043,667,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,150,Arroyo Dulce,154941.622,924253.28,657,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,151,Monte Verde,154658.566,924311.224,932,D15B11,R,2,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,152,Ciro Jovel Chávez,154656.971,924322.055,903,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,154,Las Palmas,155002.251,924309.815,661,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,155,Los Ángeles,153849.057,923333.569,1552,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,156,Las Brisas,154105.293,923122.11,1470,D15B22,R,12,7,5,3
7,Chiapas,Chis.,8,Angel Albino Corzo,157,San Antonio,153817.487,923546.819,1231,D15B22,R,25,13,12,4
7,Chiapas,Chis.,8,Angel Albino Corzo,158,Siete de Octubre,154323.02,924731.97,1104,D15B21,R,136,78,58,22
7,Chiapas,Chis.,8,Angel Albino Corzo,159,Los Laureles,154522.536,924646.404,1392,D15B11,R,1,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,160,El Potrero (El Arroyón),154613.001,924518.389,894,D15B11,R,9,8,1,3
7,Chiapas,Chis.,8,Angel Albino Corzo,161,Guadalajara,154719.047,924535.696,882,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,162,El Corchal,154608.587,924615.279,1022,D15B11,R,1,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,163,Venecia,154557.092,924624.607,1094,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,164,La Cruz,154445.28,924532.77,1060,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,167,Mezcalapa,154248.562,924217.687,1617,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,170,El Retiro,154046.39,924425.05,1511,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,182,Brisas de Campo,154334.263,923413.291,1076,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,186,Santa Rita,154123.54,924809.95,1277,D15B21,R,242,115,127,41
7,Chiapas,Chis.,8,Angel Albino Corzo,187,Buenavista,154455.098,924656.454,1426,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,188,El Triunfo,153924.9,924832.5,1976,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,190,El Rosario,155201.589,924141.604,621,D15B11,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,191,El Placer,155204.599,924119.257,621,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,193,El Mangal,155253.6,924106.733,600,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,195,Ojo de Agua,155036.613,923854.767,1354,D15B12,R,5,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,561,Elpidio Ramírez,155216.812,924223.27,605,D15B11,R,1,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,563,David Aguilar,155119.904,924257.297,656,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,564,Luis G. Hernández A.,155147.15,924224.683,619,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,566,José Jiménez Vázquez,155054.74,924300.64,664,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,568,Playa Larga,155046.66,924300.09,692,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,569,Agapito Pérez,155018.378,924210.526,641,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,572,El Pajarillo,154704.384,924156.66,879,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,574,Las Nubes,154654.573,924350.464,979,D15B11,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,575,Manuel Albores,154616.994,924715.933,1320,D15B11,R,10,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,576,Manuel López,154614.751,924629.824,1048,D15B11,R,1,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,577,El Recuerdo (Segundo Venecia),154456.236,924626.735,1290,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,578,El Progreso,154546.04,924400.848,896,D15B11,R,37,18,19,7
7,Chiapas,Chis.,8,Angel Albino Corzo,579,Agua Escondida,154451.783,924321.207,1370,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,580,Los Capulines,154541.296,924323.442,1001,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,581,Nueva Italia,154610.774,924419.986,904,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,584,San Antonio Buenavista,154604.008,924300.012,1468,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,586,Villahermosa,154513.359,924329.201,1083,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,587,La Loma,154527.137,924327.17,1112,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,588,Buenos Aires,154425.54,924318.72,1492,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,589,San Antonio,154308.07,924527.53,1331,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,590,El Castaño,154100.64,924505.55,1568,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,591,San Martín,154305.89,924851.68,1312,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,592,El Talismán,154140.08,924409.35,1256,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,594,Las Vegas,154123.342,924331.129,1221,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,595,Las Maravillas,154459.409,924712.216,1380,D15B21,R,14,8,6,5
7,Chiapas,Chis.,8,Angel Albino Corzo,596,Palo Gordo,153947.988,924904.008,2064,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,597,Nuevo Progreso,154605.312,923845.43,901,D15B12,R,134,66,68,26
7,Chiapas,Chis.,8,Angel Albino Corzo,598,Pacayal,154407.396,923901.506,1257,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,599,Dos Hermanos,154516.473,923830.22,952,D15B12,R,5,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,600,Rancho Bonito,154413.925,923811.687,1226,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,601,La Providencia,154524.859,923609.988,1163,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,608,La Florida,154341.56,923434.6,1166,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,609,Santana,154410.087,923419.44,1298,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,610,Las Nubes,154420.563,923355.71,1486,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,611,Las Cabañas,154425.333,923356.549,1479,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,612,La Rinconada,154352.042,923121.301,1372,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,613,Peña Blanca,154256.988,923226.988,1201,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,615,Los Hernández,154336.145,923351.822,1187,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,616,Santa Rosa,154013.687,923316.069,1270,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,619,Ojo de Agua,153730.791,923535.934,1619,D15B22,R,70,45,25,9
7,Chiapas,Chis.,8,Angel Albino Corzo,620,El Refugio,153805.462,923513.248,1226,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,621,Jericó,153739.774,923512.941,1377,D15B22,R,23,12,11,4
7,Chiapas,Chis.,8,Angel Albino Corzo,622,La Rinconada,153829.974,923504.7,1149,D15B22,R,6,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,623,Las Maravillas,153759.399,923513.632,1225,D15B22,R,8,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,630,La Violeta,154751.907,924801.149,774,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,632,Barrio el 9,154601.537,924911.478,882,D15B11,R,73,37,36,11
7,Chiapas,Chis.,8,Angel Albino Corzo,633,San Joseito,154406.329,924626.277,1409,D15B21,R,53,25,28,8
7,Chiapas,Chis.,8,Angel Albino Corzo,634,La Esperanza,154317.585,924859.355,1237,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,635,Los Mezcales (El Progreso),153843.479,923428.266,1742,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,639,La Abegonia,154106.083,923231.944,1399,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,641,Jerusalén,154556.574,923838.04,915,D15B12,R,467,244,223,78
7,Chiapas,Chis.,8,Angel Albino Corzo,642,Altamira,155206.854,923938.498,1308,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,643,San Ramón,154650.654,924850.756,839,D15B11,R,244,118,126,43
7,Chiapas,Chis.,8,Angel Albino Corzo,644,La Esperanza,154011.179,923237.803,1490,D15B22,R,10,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,645,Peña Flor,154325.07,923213.943,1456,D15B22,R,2,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,646,La Estrella,153741.352,923535.057,1537,D15B22,R,28,17,11,3
7,Chiapas,Chis.,8,Angel Albino Corzo,648,San Sebastián,154348.471,924634.816,1681,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,649,El Chorro (El Charro),154445.472,924632.052,1405,D15B21,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,650,El Pencil,153745.502,923512.42,1349,D15B22,R,21,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,652,El Vergel,154109.087,923215.229,1543,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,653,Las Tres Garantías,154121.012,923106.996,1287,D15B22,R,3,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,654,La Esperanza,154118.721,923159.767,1560,D15B22,R,5,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,655,Argelia,154154.996,922952.008,902,D15B22,R,17,9,8,3
7,Chiapas,Chis.,8,Angel Albino Corzo,658,El Recreo,154500.234,923935.217,1043,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,659,Rancho Nuevo,154542.668,923823.423,904,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,660,Buenavista,153848.193,923346.763,1696,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,661,Las Joyas,153906.177,923400.365,1635,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,662,Las Pimientillas,153851.84,923355.816,1794,D15B22,R,16,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,663,Alejandro Flores G.,154950.809,924653.745,679,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,664,Buenos Aires,154004.945,923537.305,872,D15B22,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,669,Guadalupe,155135.465,924130.314,618,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,671,Los Guzmanes,153853.837,923324.709,1564,D15B22,R,19,11,8,3
7,Chiapas,Chis.,8,Angel Albino Corzo,672,Las Limas,154002.841,923537.504,879,D15B22,R,6,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,675,Loma Bonita,154544.187,924643.717,1348,D15B11,R,17,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,676,Monte Sinaí,155127.401,924203.963,633,D15B11,R,7,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,678,Las Nubes,153830.312,923657.343,1237,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,681,El Pacayal,154036.21,923223.737,1577,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,682,El Palomar,154556.682,923647.435,995,D15B12,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,684,Ninguno,154328.731,924800.705,976,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,688,San Martín,154348.429,923441.882,1165,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,690,Sayulita,154502.86,923826.83,986,D15B12,R,7,*,*,2
7,Chiapas,Chis.,8,Angel Albino Corzo,692,Enrique Bermúdez M.,155046.821,924239.442,645,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,693,Joaquín Bermúdez M.,155040.452,924229.765,643,D15B11,R,11,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,694,San Miguel,154929.431,924230.193,668,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,695,Jorge Borrayes López,155148.381,924158.82,621,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,696,Las Vegas,154409.042,924221.256,1132,D15B21,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,699,El Manguito,155141.988,924436.774,622,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,700,Mapolitas,154324.886,923355.027,1093,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,701,Sajonia,154336.348,923250.132,1365,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,703,La Hierbabuena,155146.389,924420.283,656,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,704,El Brillante,153820.003,923347.48,1712,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,705,Jardín del Edén,154107.129,923148.659,1566,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,706,La Lagunita,154008.31,923317.112,1261,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,707,Loma Bonita,153835.586,923352.221,1711,D15B22,R,2,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,709,San Miguel,153844.329,923358.641,1730,D15B22,R,6,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,710,El Zanahorial,153910.033,923447.75,1546,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,711,Nueva Esperanza,154112.009,923358.52,819,D15B22,R,100,50,50,21
7,Chiapas,Chis.,8,Angel Albino Corzo,712,Nuevo Milenio Quince de Septiembre,154124.468,923342.726,803,D15B22,R,125,65,60,20
7,Chiapas,Chis.,8,Angel Albino Corzo,713,Magnolia Hernández M.,154533.739,924643.246,1367,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,714,El Rodeo,153917.061,923352.159,1491,D15B22,R,6,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,715,Guadalupe Toledo H.,154541.316,924651.254,1450,D15B11,R,1,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,716,Agua Fría,154404.992,923156.346,1339,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,717,El Arenal,154044.004,923454.984,953,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,718,Ninguno,154456.004,923515,1582,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,719,Nuevo Milenio Loma Bonita,154004.967,923538.639,880,D15B22,R,36,18,18,6
7,Chiapas,Chis.,8,Angel Albino Corzo,724,San Pedro,154339.508,923350.12,1213,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,726,La Victoria,154450.07,923658.57,1245,D15B22,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,727,El Brasilito,154608.739,924554.794,963,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,728,Manuel Gómez,154613.059,924604.05,1021,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,729,Agustín Gómez,154614.988,924556.016,989,D15B11,R,0,0,0,0
7,Chiapas,Chis.,8,Angel Albino Corzo,730,El Pacayal,154738.184,924828.347,791,D15B11,R,27,14,13,4
7,Chiapas,Chis.,8,Angel Albino Corzo,731,Santa Cruz,154424.798,924825.432,1009,D15B21,R,27,16,11,4
7,Chiapas,Chis.,8,Angel Albino Corzo,732,Marcela Alvarado López,155152.873,924213.145,621,D15B11,R,4,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,733,María Alvarado López,155154.544,924217.058,620,D15B11,R,6,*,*,1
7,Chiapas,Chis.,8,Angel Albino Corzo,734,La Primavera,154117.473,923343.1,797,D15B22,R,-,-,-,-
7,Chiapas,Chis.,8,Angel Albino Corzo,735,Ciudad Rural Angel Albino Corzo,155250.345,924240.215,622,D15B11,R,-,-,-,-
7,Chiapas,Chis.,8,Angel Albino Corzo,736,Rancho Escondido,154643.283,924708.484,1316,D15B11,R,-,-,-,-
7,Chiapas,Chis.,8,Angel Albino Corzo,737,Tres Hermanos,155215.905,924227.065,600,D15B11,R,-,-,-,-
7,Chiapas,Chis.,12,Berriozábal,1,Berriozábal,164801.155,931623.777,911,E15C59,U,28128,14027,14101,6001
7,Chiapas,Chis.,12,Berriozábal,4,Alsacia,165119.319,932223.331,921,E15C58,R,7,*,*,1
7,Chiapas,Chis.,12,Berriozábal,7,Belén,164722.278,931435.096,840,E15C59,R,0,0,0,0
7,Chiapas,Chis.,12,Berriozábal,8,Berlín,164920.323,932051.943,979,E15C58,R,410,198,212,79
7,Chiapas,Chis.,12,Berriozábal,13,La Cabaña,165103.893,931710.476,1075,E15C59,R,0,0,0,0
7,Chiapas,Chis.,12,Berriozábal,15,El Cairo,165407.684,932006.734,737,E15C58,R,13,8,5,4
7,Chiapas,Chis.,12,Berriozábal,16,El Calvario,164619.1,931707.007,936,E15C59,R,8,*,*,2
7,Chiapas,Chis.,12,Berriozábal,17,Las Camelias,165233.865,932406.008,799,E15C58,R,72,41,31,12
7,Chiapas,Chis.,12,Berriozábal,18,Candelaria,164514.141,931741.229,974,E15C59,R,9,4,5,3
7,Chiapas,Chis.,12,Berriozábal,20,El Capricho,164702.869,931349.274,808,E15C59,R,2,*,*,1
7,Chiapas,Chis.,12,Berriozábal,21,El Caracol,165332.908,931958.423,893,E15C59,R,60,33,27,12
7,Chiapas,Chis.,12,Berriozábal,22,El Carmen,165339.467,932513.773,809,E15C58,R,16,9,7,4
7,Chiapas,Chis.,12,Berriozábal,26,El Clavel,165248.762,932405.58,798,E15C58,R,148,74,74,30
7,Chiapas,Chis.,12,Berriozábal,28,Santa Cruz (Las Cruces),165358.974,931924.591,919,E15C59,R,8,*,*,1
7,Chiapas,Chis.,12,Berriozábal,30,La Nueva Esperanza,164929.788,932020.477,962,E15C58,R,236,125,111,43
7,Chiapas,Chis.,12,Berriozábal,32,El Danubio,165728.288,932127.596,304,E15C58,R,159,83,76,34
7,Chiapas,Chis.,12,Berriozábal,35,Dolores,165051.264,932158.676,925,E15C58,R,7,*,*,1
7,Chiapas,Chis.,12,Berriozábal,38,Efraín A. Gutiérrez,165255.399,931746.934,1000,E15C59,R,576,279,297,111
7,Chiapas,Chis.,12,Berriozábal,40,Santa Rosa (La Fábrica),165212.216,932343.13,805,E15C58,R,8,*,*,1
7,Chiapas,Chis.,12,Berriozábal,42,Flor de Corazón,165247.977,931938.414,1031,E15C59,R,6,*,*,1
7,Chiapas,Chis.,12,Berriozábal,43,San Antonio (El Recuerdo),164315.472,931736.096,916,E15C69,R,0,0,0,0
7,Chiapas,Chis.,12,Berriozábal,48,El Francés,165245.596,932406.402,819,E15C58,R,151,77,74,31
7,Chiapas,Chis.,12,Berriozábal,50,La Gloria,165150.758,932156.488,918,E15C58,R,0,0,0,0
7,Chiapas,Chis.,12,Berriozábal,53,Ignacio Zaragoza,165837.518,932044.463,518,E15C58,R,1354,673,681,295
7,Chiapas,Chis.,12,Berriozábal,55,Joaquín Miguel Gutiérrez,165606.434,932055.794,527,E15C58,R,357,188,169,85
